tweet_id_customer,text_customer,text_brand
2790563,"@AmazonHelp It would have been a mistake of the order just said delivered. How can it say that it has been received and signed by me, I am not even in India for past 2 months.. your courier guys need to be caught..",@778850 Kindly fill in your details here: https://t.co/GIJyeYqKE0 and I'll look into it. ^NR
446116,@AmazonHelp I've had a parcel delivered somewhere at home today but there's no delivery slip - what do I do?,@220659 I'm sorry you haven't located your parcel; have you tried the following troubleshooting steps: https://t.co/bWiOYGsgzo? ^WM
840412,@AmazonHelp está aparecendo isso https://t.co/hCAtu2gsQy,"@319979 Entendi, Eve, sugiro verificar as informações disponiveis no seguinte link: https://t.co/okzttexF4c ^AZ"
374165,@204707 I had the worse experience with @116090 man. ordered an Iphone from @116090 they mentioned earpod in the description later denied,@204706 I'm sorry for this issue with your order. Was the item shipped and sold by Amazon or a Third-Party seller? ^DO
682477,"@AmazonHelp Order wrongly marked as delivered on 16-Oct, but, no update/delivery till now even  after repetitive complaints. Is there any support system still available in Amazon? #PatheticSupport","@282888 I understand that the issue has prolonged enough and I apologize for it. Please be assured that our team is actively working on this. For further information and updates, please revert to the latest email received from us. ^SK"
1058860,"@115851 and @115850 saves my mother's time by delivering groceries within two hours!
@1384 #AmazonPantry
#IndiaGettingAmazoned 😀😀",@369990 We are delighted to know that. We appreciate for taking time to share your experience.^VR
2562266,"Very frustrated that some @115821 drivers listen to my request to deliver to the door, yet others take the lazy way and deliver it to the front office (which is closed today) and now I can’t get my package that I was set to utilize today.",@727145 I am sorry to hear that we missed the mark in processing your order.  Which carrier was assigned delivery of this latest order? You can find this information in the order details from here:  https://t.co/Y5jpI9gRhE ^CH
1360001,"@115821 WTH! guaranteed delivery on Oct 27, and my account says GET IT NEXT WEEK! This is atrocious! I need this today. https://t.co/F5FeYK2M6E","@437074 I'm sorry. Have you received a new delivery date? If so, what did it change to? Keep us posted, we're here to help! ^KL"
95337,"@AmazonHelp As per https://t.co/Ongr9eOJJm , this feature is not yet supported. When will this work in India?","@136732 We do not have any announcement about it yet. However, I'll pass along your comment as a feedback to our team internally for a review. ^HS"
1442348,"@AmazonHelp Bonjour, possible d’avoir quelques infos sur un colis ?","@454663 Bonjour, vous pouvez joindre notre SAV via: https://t.co/hgIrz98cdI ^SA"
1880158,"Hopefully @115821 delivers my order in a timely fashion, heard bad stuff about AMZL_US...",@561147 Hi! We should delivery on the estimated delivery date given when you placed your order :) ^RL
829492,@AmazonHelp Refund received. Thanks. Had I not raised an alarm this money would have never come back. Thanks @784,@317544 Appreciate your patience. We will consider this as feedback and ensure to pass it on internally for improvements. ^RW
1313383,@AmazonHelp i bought 1 mobile from @115850 on 14th Oct 17 i am eligible for cashback  agent escalated issue to team but still not received,@426781 through the secured link provided earlier? 2/2 ^AP
1053580,"@AmazonHelp I’ve ordered 2 items, both supposed to be delivered today but only 1 has turned up. Where is my 2nd item? I doubt the driver will come back.","@368946 What does the latest tracking say here? https://t.co/aaDyEz1VgE
Please let us know! ^LL"
1499908,@115850 u r not responding.when I will get my shipment,@454423 We'd like to check. Could you please confirm sharing your details using the link provided earlier? ^VN
1814325,"Hi @AmazonHelp since you did it for Hillary I assume you'll remove these fake 1-star reviews mass submitted by SJWs:
https://t.co/1fClsnTpgY",@545036 You can review our Community Guidelines here: https://t.co/BGdt3pVce4  You can report abuse from the comments section:  ^AF https://t.co/DANxKUFY7T
2282511,Yet another failed @115830 delivery thanks to useless Amazon Logistics. Beginning to wonder why I'm paying for Prime.,"@663411 I'm sorry for the frustration! Without providing any account/personal info, can you tell us more about the delivery issue? ^SJ"
1745358,@123967 @115821 I’ve had someone here for 2 days to handle the assembly of the items I am waiting for. I no longer have help &amp; don’t know what I will do.,"@199859 Were you able to reach out to us using the link ^TK gave? If so, were we able to offer any insight/options? ^KN"
2084581,"@AmazonHelp I was promised a resolution within 24h, that was 2 days ago. All this after chasing you for almost a month. Supervisors don´t keep their promises, advisors don´t have enough authority to solve it, and everything is always blamed on ""the system"". I´m tired of this.",@275922 can you please reach out to us here:https://t.co/tkLCr7DNil so a specialist can look into it ^AS
333202,@AmazonHelp But it should be not more than mrp.actual price of mi a1 is 14999.,@177543 We constantly receive updated information from our suppliers and our prices are set by the sellers. (2/2) ^AS
2770685,"@AmazonHelp Bonjour, on m'a renvoyé un nouveau code, qui ne fonctionne toujours pas, c'est fatigant. ..","@774213 Vous m'en voyez sincèrement navrée. N'ayant pas accès à votre compte client depuis Twitter, vous pouvez demander a être rappelé par notre service client via le lien suivant s'il vous plaît:  https://t.co/hgIrz9pN5g
^SA"
133793,@AmazonHelp How do I do a return if I dont have a printer? Sorry!,"@146136 No problem! If you don't have a printer, generate your returns label and click on the “E-mail to a friend” button, this way you can have someone print it on your behalf if possible.^TI"
2463827,Amazonラバスト予約してから支払いのメールこないんだけどなぜ…？？？,@705205 アマゾンです。お支払番号は商品確保後、Ｅメールでお知らせいたします。恐れ入りますが、お届け予定日を目安にお待ちください。こちらもご参照ください。https://t.co/prhzOgpRky ET
2875067,"@AmazonHelp AMZCA , tracking TBC010634952009",@798159 What is the current status on the tracking?^CN
661410,@AmazonHelp 工場出荷状態に戻して再登録したら無事観れるようになりました。お世話かけました。,@277595 改善されたとのことで安心いたしました。お手数をおかけいたしましたが、また何かご不明な点があればご質問ください！今後ともどうぞよろしくお願いいたします！SK
2739412,@AmazonHelp Hello I can't access my app store on my kindle fire please help,@767520 Which generation Fire do you have? Have you tried restarting the device? ^NC
2386666,@115850 I've received an email that my order no 171-1200965-7836367 cannot be delivered because the courier can't locate my address. Help?,"@141860 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^MJ"
2663046,@AmazonHelp I ordered two items on October 25 and my order still hasn’t shipped. Even though it was supposed to ship Oct. 30th. HELP?,"@128478 Hi, when is the delivery estimate on your order? ^AS"
2974818,@UPSHelp @115817 @115821 Or maybe they did?,@820436 I'm sorry you received your order in this packaging! Is the item okay? Please let us know. We'd also like to document your feedback here: https://t.co/9D0EQR6Upv  ^SE
313890,price of 375 inflated to 575 to show as lightening deal.  @115850 @118702 isn't this unethical &amp; misleading? #AmazonGreatIndianFestival https://t.co/JNak81GeaL,@190944 is the best we can offer at this point in time. 2/2^EM
665142,@AmazonHelp no movement yet..,@278528 E-mails usually are replied to within 24 hours. For a quicker response you can reach us via phone/chat from the same link. ^AJ
2867194,@796300 @115830 @6841 They offered me a full refund or a replacement in 8 weeks. Like what use is that! Was meant to be for Christmas. Didn't even offer me a credit notice for the shocking service.,@796299 I'm truly sorry about your delivery experience. We would love to receive courier and packaging feedback here: https://t.co/JzP7hlA23B. We'd love to hear from you! ^SH
900946,"@AmazonHelp So adamant! As desired by you, Sir, I have sent you the email for your kind perusal and favorable consideration. 1/2",@333870 Aye Aye Cap'n! Appreciate the patience. ^AB
1279823,@AmazonHelp Hope I'll get a positive response from Amazon.,@419467 Our team is working on it. I'm positive that you will hear from us soon. ^GD
175443,"Got an email from @115830 ""your parcel has been left in safe place"" and sends me this photo. An expensive item and you have left it like that? https://t.co/ez67WDBVwW","@157206 I'm sorry for the way this delivery was handled! We're available to address this concern. At your convenience, you may reach us via phone or chat here: https://t.co/oGDklGgbCZ ^SJ"
2855756,@AmazonHelp são tantas opções que fiquei ate nervosa kkkk,"@793784 São muitas mesmo! Tomara que você curta muito a leitura dos seus livros, Alexandra! ^CR"
1282232,"@AmazonHelp Foram muitos livros ótimos! 😍 Tô super feliz! Terminei nessa madrugada ""Para Todos os Garotos Que Já Amei"" 😊","@140379 Ótima escolha 😍, eu imagino que tem uma estante cheia de livros aguardando, né? ^MB"
1129910,@115850- I placed an order on 19th Aug order ID 404-4697411-8101115 &amp; was promised a cashback(Rs2500) on 22th Aug. Still waiting for it.,@386304 Our page is visible to the public. (3/3) ^SY
1865038,@AmazonHelp The service team has been of no help at all. I never get a proper answer as to when the order will be delivered. Extremely disappointed.,@557205 We're sorry about that. Please fill up this form: https://t.co/cllwXc2HeK and we'll look into this right away. ^HK
865820,"@115850 What a sh..  Amazon is fraud, sells fake products and even after customer submits proof, instead of accepting it makes senseless demands from customer. AMAZON IS FRAUD I APPEAL TO ALL TO AVOID BUYING ANYTHING FROM AMAZON. I have proof that it sells fake products","@270757 That's quite a remark, Srikant. Apologies. Please elaborate your concern for us to assist you better. ^SV"
1891409,"@AmazonHelp What details and where do I need to fill and submit, it's like running in circles chasing my own tail.",@564017 I'm adding the link here: https://t.co/GIJyeYqKE0. Please share your details. ^HN
331991,@AmazonHelp But ppl should know your bluff right,@195054 For account security we don't encourage customers to share order/account details on Twitter. Appreciate your understanding.^SG
421005,@AmazonHelp reduce the amt of time a customer needs to seek 'amazon help (my foot)' and fill the form again and again. @115851,@215334 please check for our email correspondence and reply for any further queries. (2/2) ^GS
2708469,@AmazonHelp Did you lose my order? 112-0271713-6745053 Seems to happen a lot these days.,"@199901 I'm so sorry for the trouble with your orders. Though we're unable to view account details via Twitter, we'd be happy to provide some guidance to resolve this issue. What is the current status of your shipment here: https://t.co/Y5jpI9gRhE? ^ST"
1743695,Looks like I’m going to have to go to my local game shop tonight as my copy of Sonic Forces hasn’t arrived. Not impressed @AmazonHelp,@525933 I'm sorry your copy hasn't arrived yet! Have we missed the delivery date? What's the latest status: https://t.co/aaDyEz1VgE? ^WM
152103,@AmazonHelp What part of English you don’t understand?! Please provide me refund details of all the cancelled orders on 15th Oct.... call me if you still don’t get it... so blah man @115851,"@150754 We don't have direct access to your Amazon account over Twitter. Please write back to our correspondence, so that we can review the situation and make it right for you. ^CB"
206093,@AmazonHelp I will raise complaints in the government for consumer rights against @115850 for lieing me 7 days &amp; then cancelling orders,@164804 Could you please confirm if you have received a mail regarding the reason for cancellation of order. ^VH
719857,@115821 how to file complaint on your delivery for leaving a package outside a business over weekend not during business hours,"@292284 Thanks for contacting us. To better assist, who's the carrier that delivered it listed here: https://t.co/q4LAMZ3tbE? ^GG"
1474130,@115821 @116618 will you be having the football game on tonight?,@462198 It isn't available to steam tonight. Tune in next week for #TNFonPrimeVideo 🏈 ^EP
1043650,@AmazonHelp @115850 @115821 How many times and on how many platforms should I register my complaint. No of Delivery agent provided is also wrong,"@366798 My apologies for the stretch. As you've shared the details, we'll check and get back to you at the earliest. ^HA"
2855203,Welp my Amazon packages weren't meant to arrive before 8pm and they still ain't here @AmazonHelp,"@793648 I'm sorry you haven't received your order! When you have a moment, please contact us by phone or chat here: https://t.co/qy3J24VGxb ^AC"
232906,@115850 I did not get my complimentary bookmarks with my latest buy.,@171440 understanding in this regard. (2/2) ^CB
1223108,@AmazonHelp そうなんですね！！ご丁寧にありがとうございます😳沢山観させて頂きます〜！,@406996 ぜひ(◍ •◡• ◍) SK
779310,@AmazonHelp Agent by name of Pratik threatened to call police of me for asking if shipping can be waived for overnight. very unprofessional,@306113 Our team would like to look into this. Please send us your details directly here: https://t.co/CZqv3DyXDm ^GG
454503,@AmazonHelp I placed 1 order for several items and all have different ship dates. You placed the one that did not violate the terms of our agreement at the top of the list so as to appear to be in compliance.,"@222860 Two-Day Shipping refers to transit time, in business days, once shipped. If your orders arriving later than promised, we're happy to assist you directly via this link: https://t.co/hApLpMlfHN. Guaranteed Delivery details: https://t.co/9EICOiIvfa ^JR"
446142,@AmazonHelp ups has it. My packaged with them last week was delayed too. In my experience packages don't go out for delivery in afternoon.,@164002 We still expect this to be delivered today! Please let us know if you don't get your package by 8pm tonight and we can help! ^TK
2859799,"Thanks @115821 good thing my son didn’t check the mail today, it’s Christmas time. Why would you put what’s in the box on the outside of the box?!?! #fail https://t.co/qBNcHt23mA",@794702 I'm very sorry for this issue. Please let us take feedback on this packaging and available options using this link: https://t.co/hApLpMlfHN ^DO
929232,"@AmazonHelp I placed a Prime order, which is now 9 days overdue. I've tried contacting Amazon about this, but have no reply yet. Help pls?",@146930 I'm sorry for the delay! Were you provided with a new delivery date: https://t.co/Y5jpI9gRhE? ^JF
2758987,@AmazonHelp I was viewing and purchasing 1 episode at a time so I won't have any unwatched episodes in my library cause I haven't bought them yet. Correct? None of Season 6 is showing as available to view on Amazon. Only seasons 1-5. Last night season 6 was listed,"@772027 I have double-checked this for you. Yes, season 6 is still available to purchase. You can click here: https://t.co/BqundkAiK3 to purchase songle episodes, or the entire season. Let us know if this helped! ^AY"
2731214,"Think it might be time to stop using @117093. Second time now I've ordered eggs and they've arrived cracked. Used to be fine, but they're clearly overstuffing bags https://t.co/Mb9FvP6xYG","@379641 Hi Vaughn, sorry to see this. Have you contacted us regarding this to see your refund/replacement options? If not, you can do so here: https://t.co/JzP7hlA23B You can also leave us packaging feedback with the following link: https://t.co/lSVN3kb44b ^TI"
290405,"@AmazonHelp Ok, merci, je me connecte et j'annule ma commande...","@184030 D'accord, je vous souhaite une bonne journée!^FT"
979604,"@116316
Da bestellt man ne Handyhülle bei euch und die kommt eingedellt hier an
(Verpackung war komplett intakt)",@352310 Oje 😦 Melde dich bitte direkt bei den Kollegen im Kundenservice: https://t.co/dDmBEPionb Dort wird alles Nötige veranlasst 😉
991962,@AmazonHelp Stiff haven't got any word from you guys.,@354975 Kindly check. Let us know if you've not received any correspondence from our team. 2/2 ^PS
1581994,@115850 worst customer service executive left between the chat you ppl are moving from bad to worse order number 404-1341814-7017162,"@213144 Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. (2/2) ^SV"
2518122,@AmazonHelp Amazon.it / SDA. thank you for your help. Very appreciated.,"@717296 I cannot check your account on Twitter so I recommend you to contact my colleagues simply clicking here: https://t.co/PumEOhM9rG and selecting ""Email us in English"" in the 2nd step. See you soon 🙂. ^RP"
2735621,"@AmazonHelp Basic. Paid extra, above and beyond Prime cost for a Sunday delivery. USPS marked undeliv. Business closd. There were 30 of us there. Nvr even attpt del. Don't want it Tues, wanted it today.  unREAL","@766647 I definitely understand your concern, and I'm terribly sorry you've had this experience! We'd like to look into this further with you. Please reach out to us here: https://t.co/hApLpMlfHN so we can investigate this matter! ^VB"
2983715,Does @115850 pass mobile numbers of customers to sellers ? Hate getting multiple calls from a seller called nimble house under guise of welcome call !,@822780 Apologies for the trouble. Could you please confirm if you've reported this to our support team yet? Please go ahead and report it right away and we'll take care of it. ^AR
276165,"Amazonで買った商品が配達予定日過ぎても来ない件

ゆうパケットなんだけど、配送ステータス変わらないし、今どこだかもわからん
うーん…困った",@181976 突然失礼いたします、Amazonです。ご心配をおかけしております。お手数ですが伝票番号をご確認の上、配送業者へご確認いただきますようお願いいたします。https://t.co/zJb8WDjchW SK
2787788,@107085 @115821 @AmazonHelp I can't even put it in my cart--is it asking you to choose a country on the buy page?,"@371924 Hi! That is interesting, which country are you currently located? Let us know! ^DA"
1869760,"@AmazonHelp Original email didn’t have a delivery date. I didn’t receive one for over two months and Sat it said 9th, yet you could order today for 8th.",@558448 I'm sorry for any concern this has caused! Please let us know if you don't have it by 8pm local time on Thursday. ^SG
2392663,"@AmazonHelp Tout tweet doit avoir sa réponse, c'est ça 😂
 Pour une fois que les #CM répondent direct, merci MA et AR et puis ARC , il y a qui d'autre dans l'open space , 😊 https://t.co/yCty08PQh6","@152514 ^MA ^FT ^FA ^SA ^ASZ ^KD ^ARC Toute l'équipe vous remercie 😄 J'espère ne pas avoir oublié quelqu'un 😅 Alors votre liste de Noël est déjà faite? 
^ARC https://t.co/Xd8qdDUZk2"
1442529,@AmazonHelp is it possible to use my Amazon Prime membership for 2 different accounts?,"@215372 I'm sorry, you cannot share your membership with other accounts. ^NR"
440243,@AmazonHelp Enclosed is the snap of my reply on the mail sent by you people https://t.co/ISDvTeXhxR,@140964 We have your details and we are working on it. We'll reach out to you shortly. ^GK
1262615,@AmazonHelp 21 Sep ko delivery hui 2-3 me return apply kia. Aaj 26oct ho gayi h. Ab bol do tum ki out of date ho gya. https://t.co/8ED5lrVmUq,@190898 it to be personal information. Our Twitter page is visible to the public. 3/3 ^AP
1786624,"@AmazonHelp Yes! Mostly with USPS, has only happened once with your own Amazon carriers. I’m a big fan of them.","@536756 We're still here for you! Have you contacted your local post office to address this issue? if so, what info was provided? ^JE"
2301902,Hmmmmm...@115821 says they tried to deliver my Christmas tree skirt this morning. I didn’t hear the door buzzer...,"@196639 Sorry we missed you, Eric! Who was the carrier that attempted the delivery? We can check here: https://t.co/Y5jpI9gRhE ^JZ"
274233,"@115850 how can i purchase Redmi 4A(16 GB) from your website. Every time i add it to my cart , it shows me some error message",@181523 could you help us with the error you are getting when placing the order? 2/2 ^MJ
1253337,@AmazonHelp This is what it shows. But my account shows it's been charged. https://t.co/tNx2I9bwta,@369354 I see. Please reach out to us directly here: https://t.co/hApLpMlfHN and we can look for the charge then. ^PK
1290391,@AmazonHelp 9pm. Surely you don't want to be associated with this sort of late delivery? DPD &amp; Royal Mail were better - more expensive eh???,@421768 Thanks for the info. Please contact us here so we can investigate this with you: https://t.co/qy3J24VGxb ^GG
2652450,"@115821 -do u deliver the item in remote places also,or we need to tak the courier counter to tak the item. Plz confirm,we facin problm.",@748052 We deliver the items to most of the pincodes. Please help us with your pincode so that we can check it for you. ^SH
2952264,@AmazonHelp If you scroll all the way down you can see the small notification that it may indicate what's inside. Never had an Amazon shipment not come in an Amazon box so didn't think I'd have to worry about it. Wife found her Xmas gift delivered this morning in original packaging.,"@785841 We definitely don't want to ruin surprises and gifts! If you take a look here: https://t.co/GWBMHqBowG , you will find out more about our gift options. I hope this helps! ^FR"
421490,@AmazonHelp If that’s the case then I would rather cancel my order and buy somewhere else so I don’t get spoilers.,@215427 we won't be able to cancel the order if it has already shipped but you can refuse delivery if you wish ^AS
2714671,@AmazonHelp Your price discrepancy policies are anti-consumer. I'm out $100 because an item's price tanked literally 2 days after I ordered it and I can't cancel because it shipped already.,"@761693 I'm sorry to hear to you're unable to cancel the order and that the price reduced right after you purchased it. Have you reached out to phone support for additional options? If not, please reach out to us here: https://t.co/hApLpMlfHN ^SY"
961470,@AmazonHelp Please refer to my earlier detail given in that link.,"@348159 If you have shared the details, you will receive an email correspondence here: https://t.co/pjuT3LnrXd ^RW"
2938317,"I'm so closing my Amazon prime now.  Waited 4 days for a prime item to be told sorry its going to take ""1 or 2"" extra days. Cancel it and you're still keeping my money... illegally... @115830 you really lost the plot this year.","@264522 Hi Matt! Apologies for the trouble this has caused. Did you contact us regarding this? If so, what was advised. Keep us posted!^CN"
1372079,"Dear @115850 I love you for what you are so please don't cheat me, when love cheats it hurts ... #AmazonGreatIndianFestival #ecommerce https://t.co/K4p16LFhf3",@383563 a note of your comments and pass it along to the concerned team internally for review. 2/2 ^MA
350348,"@AmazonHelp I wont contact you in any chanal, lets meet on Consumer court for justice!!",@199339 I understand your frustration with the current situtaion and I'm sorry about this. Pleas revert our email for updates. ^HA
363343,@116618 any network outages ?? cant finish the movie I was watching last night,"@202083 I'm sorry for the difficulty with the movie! When you go to watch the movie, is there an error message?  ^MH"
2551077,"I wanna leave and go do photo stuff but i can't because the new lens I ordered is still out for delivery. Help me @115821-kenobi, you're my only hope","@724748 We are no Jedi, but may the Force be with you! 😁 ^KB"
755027,@AmazonHelp @AmazonHelp any chance you can help with this?,@300479 We'd like to help!. Can you get in touch here: https://t.co/aaDyEz1VgE and we'll look into this with you. ^RS
1386467,"@AmazonHelp hey um, i didnt order this https://t.co/IkpU1RHsyp","@442621 I apologize! To clarify, did you receive the wrong item, or did you randomly receive something you didn't order? ^NC"
804071,Ça y est je suis un amazonien. Merci @2600,@311618 Je vous souhaite la bienvenue. ^SB
2798361,"@115821 wow! I lecture in business, management, leadership and HR. We often discuss customer service and care. I have to say I cannot fault Amazon. A complaint is dealt with rapidly, professionally and with care.",@780766 Thank you for taking the time to share such positive feedback! We're always happy to help our amazing customers where we can! 😊
965177,"@AmazonHelp When i ask to CS, you say it is delivered by amazon flex and no clear solution. I was at home all day but your delivery just choose easy way",@349038 Our team would like to take a closer look into this. Please send us your details directly here: https://t.co/4mwj4PqbVG ^GG
1509270,@118919 Thank you for replying.,@470322 You're most welcome. :) ^NK
2414455,"@AmazonHelp Muchas gracias por la ayuda, si sigo sin noticias, contacto con el servicio al cliente.","@694010 Es un gusto, recuerda que puedes contactar con nuestro departamento de Servicio al Cliente en el siguiente enlace: https://t.co/OjvUxwnzPe. ^AA"
1613566,@494997 @120533 J'ai même payé pour avoir la livraison prioritaire et la console part le 8 pour une livraison le 9... sinon c'était livraison le 13 ou 14!!,@426415 Vous m'en voyez sincèrement navrée. L'avez-vous signalé à notre SAV s'il vous plaît? ^SA
1772277,@115821 why yall always doing weird stuff with my deliveries?,@532682 Hello! Without sharing personal account information can you explain a bit further? ^LS
382597,@AmazonHelp 了解いたしました。,@206699 恐れ入ります。どうぞよろしくお願いいたします。ET
124004,"@AmazonHelp The thing is - I don’t have access to the email address my amazon account was linked to, the address was desactivated. So there’s nothing I can do from my end. Thats why I don’t understand why i was debited for a membership for an account suspended by you guys!","@143734 Hey, Sabrina! I would like to have someone look at this with you directly. Please reach out to us here: https://t.co/nPHpAmxnXF ^LA"
537568,@AmazonHelp Send I hope I will get any reply... as I m being fooled from 29th November,@133051 Thanks a bunch for dropping your details. We shall reach at the earliest to make things right for you. ^CB
2619679,Amazon say my package is delivered but An Post say its in their mailing center 🤔,@740266 I'm sorry your order didn't arrive as expected! Reach out to us here: https://t.co/JzP7hlA23B so we can look into this with you. ^AH
804000,@AmazonHelp Or email me __email__,@311606 Please don’t provide your details as we consider them to be personal information. Our Twitter page is public. 3/3 ^SH
2136265,@AmazonHelp That’s the thing. Due to the nature of the order I was instructed not to create a return label but instead to write “return to sender” &amp; give the unopened package back to USPS. I did that. And now that I can’t provide a return tracking # I must be lying.,@628434 Was the item that was returned sold by Amazon or a third party seller? ^BA
644720,@AmazonHelp I’m in Maryland and my package is in Kentucky. I was supposed to receive it today but @115817 is a shitty delivery service. Don’t know how you could help me.,"@273026 Since we're unable to access accounts on Twitter, contacting us using the link ^WB will allow us to look into available options. ^LI"
1579663,@115830 £7.99 unknown charge taken from my account! Please help!,"@486410 Apologies for the unexpected charge, Nina! Are you seeing a description of the charge on your statement? ^AL"
581221,@115850 I love the Amazon transportation Service very much.I love you guys .I chose two day delivery but delivered within 20 hours.This is why you are NO:1 in online shopping industry,"@256955 We're really glad to hear that, Kathivaran. :) Happy shopping! ^NK"
980208,"@AmazonHelp Yes, I know - already done. Just no clue why it's there all of a sudden. what are you guys doing with our accounts?",@352413 Sorry about that! Have you updated or installed a new browser lately?^CD
260809,Yo @115830 your driver left my parcel on my doorstep &amp; covered it in rubbish. In the rain. Can you not do that again please?,@178092 I'm sorry for the troubling experience. Have you had a chance to set up your safe place here: https://t.co/tHqOaMLAIf? ^AG
524878,"@AmazonHelp This time it's UPS. Of the last 8 orders I've made, 6 were late; of those, 2 were USPS, 4 were Amazon Logistics, and this one was UPS. Several of the orders were late before they ever got to the carrier.","@241388 I'm sorry your order has yet to arrive! We'd like to look into this with and escalate carrier feedback on your behalf. When you have a moment, please phone or chat with us here: https://t.co/hApLpM3Ejd ^BN"
230058,@115850 please upgrade servers. Amazonpay balance never gets updated in 15 mins. your customer care asks to wait for 2-4 hours. shabby!,@170817 Thank you for flagging this; I've noted your comments and forwarded them to the team internally for further review. ^AP
538436,"@AmazonHelp 1st gloves Harson&amp;Jane, earphones(delivered on 2nd ordering but not where tracked said they’d be) Sajun, 2nd gloves Digitek Direct-both fulfilled by amazon. 1st gloves out of stock when I had to reorder.","@244833 Did you have issues like this before? The Royal Mail tracking indicates issue with the address, would you be able to double check your address just to make sure all the info is entered correctly? Also, are you able to find any that are directly sold by Amazon?^MA"
475161,"@AmazonHelp ツイートに反応していただきありがとうございます。
21時まで一応待っておきます。
過去にも同じ業者で(その時はAmazonさんではなく別のネットショッピングでした)だいぶ遅れて届いた事があったので、もうしょうがないのかもしれません😅Amazonさんは何も悪くないので、謝らないでください😭💦",@228074 ご不便をおかけしている中、お気遣いのほどありがとうございます。お待ちいただいても届かない場合は、お手数ではございますがカスタマーサービスにご連絡いただければと存じます。ご利用いただき誠にありがとうございます。ET
1370737,@AmazonHelp Is There A way to use an amazon gift card to buy kindle books? It only allows me to use 1-click on the website.,@439073 Hey Ashley! Gift card balances are used first with 1-click. You can see more information here: https://t.co/UoN2HJSWnm ^AJ
218121,Ericka from @AmazonHelp just fixed a problem in 15 minutes girl you have my gratitude ima remember you when this bag come,"@168001 We love to hear this! If you'd like, you can submit her survey in the e-mail you receive, after your conversation! 😊 ^KJ"
2240634,"@AmazonHelp I have a gift card and it has balance but cannot use it. It says the balance is already used. I called up the gift card company Qwillkcilver they mentioned the card has balance, so you need to speak to Amazon. If u want I can give you the Gift card id",@653280 Allow our support team to investigate this. You can report this here: https://t.co/R3EfhzgU8B. ^CB
9788,@115833 please teach Alexa slang. I've been trying to play Momentz by gorillaz for the last 30 minutes.,@117792 We are always looking for ways to improve! You can provide your feedback to our developers here: https://t.co/XD4MGgu8XV ^EA
2205631,#phishing @AmazonHelp h[tt]p://aggiornamento-amazon-informa.dynamic-dns.net/amz/ @179197 https://t.co/hJZ05J5OSZ,@644889 Potresti fornirci maggiori informazioni? ^VE
669183,密林のマイページ見てたら配達またはポスト投函とか出てたんだけど。。。。え？？？？？,"@279585 当サイトでは、発送のEメールや、注文履歴にて配達を担当する配送業者をご連絡しております。メール便の場合は、ポスト投函にて配達完了となります。
何かお困りの点などがございましたらご遠慮なくお知らせください。　MH"
336146,@AmazonHelp no I don't. I called them,@196048 What item was the code for? ^DO
1774568,"https://t.co/ho9nUxGv9t
Without delivering, my order status updated to delivered.upon complaining delivery boy talked in rude way and threatened me,after that got text msg that I refused to accept the order.No action yet taken.
I suggest not to purchase anything from Amazon. https://t.co/0BsMjrvMZc",@533295 please drop your details here: https://t.co/EHjgDBT7Jn so that we can get in touch with you. (2/2) ^VM
256630,@AmazonHelp Hahaha non pas a ce point la mais justement j aimerais assez vite pouvoir m en commander un et pouvoir en receptionner un justement ^^!!!,@164975 Il faudra faire vite alors😉^FT
131750,@AmazonHelp And still on contact? Is this how Amazon treat customers?,@145709 Sorry to hear about this. Have you checked your emails? Have you checked your spam/junk folder? ^PK
671746,@AmazonHelp Details Shared. @115851,"@280270 Thank you for sharing your details, we'll get back to you soon. ^SU"
467449,@AmazonHelp The delivery date was for today!! It was supposed to be here by 8 pm 😢,"@226273 Thanks for that information. I know delivery issues can be frustrating and we will do all we can to help. Without any account or personal details, please confirm for us who the carrier is on the order here: https://t.co/Y5jpI9gRhE ^SG"
417858,@AmazonHelp @AmazonHelp please refer to the first tweet in the series. First you don't deliver and then you ask same details multiple times,@214626 please share your details in the link provided earlier and then we'll have the issue checked for you. (2/2) ^KA
987448,アマゾン使ってるからっておちょくってるのか？今はなんも発注してない！ https://t.co/kB3Zqmyqmk,@353979 リプライ失礼いたします。Amazon公式アカウントです。当サイトの名を語る心当たりのないSMSを受信した場合、決してご連絡いただかないようにご注意ください。また、添付ファイルやリンクがあっても開かないようお願いいたします。HM
1011471,@AmazonHelp Done. Will wait for your call,"@359320 I get your concern, Hiren. We've received your details and we'll reach out to you with an update at earliest. ^SV"
485223,@115830 why do you constantly not deliver on time with prime?,"@230448 Hi, is there an order you are currently waiting to arrive?^BZ"
2376191,Amazon sent me this picture of my package being delivered and then my brother texted me this. https://t.co/HtOCWa6dCB,"@685384 I'm so sorry to see this! I'd like to have my team investigate this for you, please send us some more details here: https://t.co/YhXpmLJ8Rx ^DW"
2677353,@AmazonHelp Ya ha llegado el pedido. Con retraso con la hora estimada pero llego. Gracias,"@174537 Nos alegra saber que lo has recibido, esperamos que lo disfrutes. Cualquier consulta o situación no dudes en contactarnos. ^KS"
1279071,"@115821 prime order should have arrived yesterday. now nobody knows when it will ship or arrive and unable to do anything about it.

cc @115821",@419295 I'm terribly sorry for the delay. Was a delivery date provided in your order confirmation e-mail? ^SA
